Time (ms),Accelerometer X (mGal),Accelerometer Y (mGal),Accelerometer Z (mGal),Gyro X,Gyro Y,Gyro Z,Locomotion,Arm Motion,Arm Object
1360120,797,143,574,-26,-18,55,4,407,513
1360153,790,119,593,-22,11,4,4,407,513
1360186,799,130,593,-9,-2,14,4,407,513
1360220,792,143,601,2,20,-5,4,407,513
1360253,785,170,597,-3,-19,35,4,407,513
1360286,791,148,577,-3,-32,42,4,407,513
1360320,803,134,563,20,-9,78,4,407,513
1360353,806,142,593,65,-36,59,4,407,513
1360386,808,141,600,-2,-26,123,4,407,513
1360420,812,130,586,3,-46,63,4,407,513
1360453,804,141,588,21,-40,35,4,407,513
1360486,810,141,583,-2,1,96,4,407,513
1360520,798,122,590,-11,-8,87,4,407,513
1360553,793,136,596,-35,-26,63,4,407,513
1360586,808,141,564,-22,-68,69,4,407,513
1360620,797,118,585,12,-7,73,4,407,513
1360653,801,126,581,-49,-29,67,4,407,513
1360686,803,139,572,12,21,85,4,407,513
1360720,799,129,575,-31,-18,118,4,407,513
1360753,812,104,577,4,-12,72,4,407,513
1360786,806,100,573,-15,-2,-18,4,407,513
1360820,813,121,583,-17,18,47,4,407,513
1360853,807,121,579,-47,12,46,4,407,513
1360886,804,130,567,-10,35,72,4,407,513
1360920,803,108,554,59,-4,43,4,407,513
1360953,806,105,560,71,-24,16,4,407,513
1360986,814,111,577,65,25,38,4,407,513
1361020,819,96,600,42,-13,39,4,407,513
1361053,824,110,588,-24,-1,42,4,407,513
1361086,817,118,574,34,34,25,4,407,513
1361120,809,120,589,39,-39,56,4,407,513
1361153,803,108,568,-15,33,57,4,407,513
1361186,804,100,572,9,52,-16,4,407,513
1361220,801,121,585,-4,29,13,4,407,513
1361253,804,121,575,36,-2,1,4,407,513
1361286,810,106,568,32,16,-13,4,407,513
1361320,809,109,569,21,7,0,4,407,513
1361353,809,125,581,25,0,8,4,407,513
1361386,806,107,576,30,53,18,4,407,513
1361420,803,106,566,52,57,-46,4,407,513
1361453,798,114,578,87,2,-72,4,407,513
1361486,797,126,578,46,12,-20,4,407,513
1361520,793,123,565,36,21,-52,4,407,513
1361553,800,113,574,70,12,-51,4,407,513
1361586,803,126,582,71,18,-151,4,407,513
1361620,798,140,581,88,10,-138,4,407,513
1361653,791,124,568,53,72,-136,4,407,513
1361686,797,147,578,85,87,-185,4,407,513
1361720,797,140,578,76,45,-215,4,407,513
1361753,792,148,578,120,69,-258,4,407,513
1361786,796,189,582,169,105,-279,4,407,513
1361820,785,165,618,89,114,-278,4,407,513
1361853,782,168,657,7,29,-335,4,413,513
1361886,817,212,617,-6,-71,-366,4,413,513
1361920,788,72,660,93,-107,-479,4,413,513
1361953,791,139,706,22,-240,-775,4,413,513
1361986,822,238,694,-188,-398,-829,4,413,513
1362020,809,223,623,-254,-521,-809,4,413,513
1362053,815,230,560,-276,-478,-943,4,413,513
1362086,809,301,572,-412,-441,-878,4,413,513
1362120,780,296,596,-561,-569,-880,4,413,513
1362153,769,259,452,-547,-499,-993,4,413,513
1362186,726,347,505,-620,-369,-1048,4,413,513
1362220,712,310,532,-634,-467,-1216,4,413,513
1362253,690,349,445,-503,-442,-1256,4,413,513
1362286,673,342,412,-331,-244,-1308,4,413,513
1362320,658,377,442,-132,-129,-1438,4,413,513
1362353,653,389,411,204,-97,-1601,4,413,513
1362386,595,433,377,513,-21,-1744,4,413,513
1362420,577,548,416,546,7,-1865,4,413,513
1362453,535,542,392,757,-42,-2016,4,413,513
1362486,509,639,403,1003,-105,-1993,4,413,513
1362520,481,733,373,674,-146,-2108,4,413,513
1362553,397,848,303,434,-78,-2111,4,413,513
1362586,303,925,359,275,-34,-1968,4,413,513
1362620,278,912,416,219,-31,-1708,4,413,513
1362653,254,951,395,352,-57,-1568,4,413,513
1362686,238,1000,384,207,-125,-1403,4,413,513
1362720,182,1000,364,111,-50,-1246,4,413,513
1362753,155,1052,364,-404,38,-1147,4,413,513
1362786,94,1085,412,-644,84,-775,4,413,513
1362820,108,1003,449,-338,14,-483,4,413,513
1362853,123,1020,452,25,10,-241,4,413,513
1362886,155,1023,429,22,19,-95,4,413,513
1362920,135,953,389,95,17,-44,4,413,513
1362953,137,948,404,-67,63,-68,4,413,513
1362986,145,892,394,-394,163,-125,4,413,513
1363020,107,805,386,-208,212,-192,4,413,513
1363053,77,878,460,-122,169,-242,4,413,513
1363086,46,862,500,-340,90,-321,4,413,513
1363120,82,986,396,-367,49,-185,4,413,513
1363153,28,835,475,-62,80,-64,4,413,513
1363186,27,835,521,165,-8,-147,4,413,513
1363220,39,965,430,67,12,-130,4,413,513
1363253,9,957,348,-42,123,0,4,413,513
1363286,83,813,490,-243,150,148,4,413,513
1363320,17,839,520,46,45,48,4,413,513
1363353,35,897,477,-166,64,26,4,413,513
1363386,4,929,520,-170,34,-14,4,0,0
1363420,15,1035,523,237,-140,313,4,412,513
1363453,-31,817,439,1016,-166,793,4,412,513
1363486,-105,1058,427,1444,-247,1142,4,412,513
1363520,-144,1007,280,1526,-206,1658,4,412,513
1363553,-110,1138,172,1283,-86,2147,4,412,513
1363586,10,1107,184,241,378,2371,4,412,513
1363620,106,942,209,-631,745,2412,4,412,513
1363653,238,725,284,-925,1105,2158,4,412,513
1363686,405,665,344,-1206,1372,1812,4,412,513
1363720,477,581,336,-1411,1512,1385,4,412,513
1363753,524,473,394,-1103,1555,1055,4,412,513
1363786,540,422,457,-524,1529,802,4,412,513
1363820,541,352,544,-145,1493,431,4,412,513
1363853,562,498,644,7,1361,91,4,412,513
1363886,560,577,652,-212,1209,12,4,412,513
1363920,577,541,633,-189,1191,-105,4,412,513
1363953,494,509,825,375,1090,-143,4,412,513
1363986,398,763,957,795,576,-109,4,412,513
1364020,313,880,951,-327,166,217,4,412,513
1364053,310,596,796,368,2,151,4,412,513
1364086,316,758,675,769,12,177,4,412,513
1364120,319,694,612,910,12,112,4,412,513
1364153,326,798,466,504,88,-6,4,412,513
1364186,344,912,473,-425,343,107,4,412,513
1364220,289,727,630,-678,413,213,4,412,513
1364253,275,699,642,-375,217,170,4,412,513
1364286,272,676,649,-174,50,134,4,0,0
1364320,296,672,669,12,-55,95,4,0,0
1364353,314,693,688,88,-235,67,4,0,0
1364386,337,711,652,91,-283,39,4,0,0
1364420,344,719,603,94,-293,-24,4,0,0
1364453,363,712,580,10,-183,-6,4,0,0
1364486,376,653,574,-64,-32,-66,4,0,0
1364520,381,649,624,-236,150,-165,4,0,0
1364553,360,735,690,-335,220,-71,4,0,0
1364586,362,627,690,-75,153,-129,4,0,0
1364620,347,708,644,-143,206,-148,4,0,0
1364653,313,685,662,-222,293,-89,4,0,0
1364686,296,702,670,-141,196,-70,4,0,0
1364720,288,705,681,-69,91,-38,4,0,0
1364753,294,696,651,-65,20,-31,4,0,0
1364786,288,688,652,-203,-9,-6,4,0,0
1364820,295,671,691,-186,-73,0,4,0,0
1364853,307,672,671,-160,-96,-26,4,0,0
1364886,300,671,682,-165,-65,7,4,0,0
1364920,299,664,683,-116,-55,8,4,0,0
1364953,302,660,689,-72,-54,-8,4,0,0
1364986,304,660,689,-84,-31,42,4,0,0
1365020,300,657,689,-64,-56,63,4,0,0
1365053,302,655,688,-60,-18,106,4,0,0
1365086,300,646,693,-28,-64,164,4,0,0
1365120,320,649,689,-42,-120,191,4,0,0
1365153,319,648,687,-62,-18,257,4,0,0
1365186,326,637,698,-41,17,306,4,0,0
1365220,335,651,693,15,11,271,4,0,0
1365253,352,632,706,130,108,143,4,0,0
1365286,359,619,708,282,101,22,4,0,0
1365320,361,642,691,361,215,-64,4,0,0
1365353,355,642,688,482,285,-134,4,0,0
1365386,328,676,662,517,319,-244,4,0,0
1365420,290,710,650,449,277,-312,4,0,0
1365453,265,716,640,347,259,-237,4,0,0
1365486,266,718,631,173,183,-195,4,0,0
1365520,259,711,637,128,59,-230,4,0,0
1365553,258,722,631,97,2,-194,4,0,0
1365586,254,726,639,52,-45,-195,4,0,0
1365620,257,718,644,93,-109,-118,4,0,0
1365653,258,723,638,53,-52,-96,4,0,0
1365686,255,726,637,72,-22,-38,4,0,0
1365720,258,731,636,107,7,1,4,0,0
1365753,253,731,629,103,11,15,4,0,0
1365786,248,734,625,70,46,53,4,0,0
1365820,247,738,625,31,33,94,4,0,0
1365853,256,739,625,-13,-19,40,4,0,0
1365886,257,736,628,-28,-51,1,4,0,0
1365920,262,736,628,-21,-65,-30,4,0,0
1365953,260,738,628,21,-43,-32,4,0,0
1365986,258,735,627,-9,-16,30,4,0,0
1366020,258,735,627,-26,34,17,4,0,0
1366053,255,736,628,-10,35,-1,4,0,0
1366086,255,736,628,-11,-3,-2,4,0,0
1366120,254,734,634,9,1,-40,4,0,0
1366153,251,735,626,13,43,1,4,0,0
1366186,255,734,632,4,18,-18,4,0,0
1366220,251,740,624,13,-7,-16,4,0,0
1366253,248,737,628,23,-2,1,4,0,0
1366286,250,738,626,8,47,2,4,0,0
1366320,244,738,623,-4,-8,16,4,0,0
1366353,250,735,627,-41,-55,39,4,0,0
1366386,248,738,626,-30,-49,24,4,0,0
1366420,249,738,627,-61,-63,62,4,0,0
1366453,253,732,633,-38,-62,9,4,0,0
1366486,257,731,628,-44,-108,28,4,0,0
1366520,262,729,628,-104,-84,38,4,0,0
1366553,257,730,632,-89,-91,-4,4,0,0
1366586,268,729,633,-49,-73,41,4,0,0
1366620,274,718,641,-27,-77,-28,4,0,0
1366653,267,728,636,22,-3,8,4,0,0
1366686,262,728,633,21,17,29,4,0,0
1366720,265,729,629,6,11,-12,4,0,0
1366753,266,733,626,35,-29,93,4,0,0
1366786,271,728,630,-7,-4,96,4,0,0
1366820,272,729,632,-41,-14,76,4,0,0
1366853,274,726,628,-21,20,51,4,0,0
1366886,275,728,629,-5,-13,36,4,0,0
1366920,276,725,629,11,-32,16,4,0,0
1366953,277,724,629,9,-24,-7,4,0,0
1366986,274,728,628,-22,-2,13,4,0,0
1367020,271,728,631,-26,2,16,4,0,0
1367053,273,723,631,-16,-12,16,4,0,0
1367086,278,725,631,-21,-53,4,4,0,0
1367120,278,725,631,2,-13,46,4,0,0
1367153,280,726,634,12,11,53,4,0,0
1367186,279,723,631,-16,33,40,4,0,0
1367220,277,726,628,4,36,-3,4,0,0
1367253,278,728,625,27,5,25,4,0,0
1367286,277,726,629,18,0,10,4,0,0
1367320,278,725,629,-2,10,25,4,0,0
1367353,276,725,631,-8,-4,-12,4,0,0
1367386,276,727,628,-14,1,-23,4,0,0
1367420,276,723,630,25,18,-34,4,0,0
1367453,273,726,631,11,7,-20,4,0,0
1367486,273,725,631,-17,4,4,4,0,0
1367520,274,726,631,0,0,4,4,0,0
1367553,272,725,632,-21,13,31,4,0,0
1367586,273,724,631,-1,-23,-13,4,0,0
1367620,272,728,628,-2,-11,-12,4,0,0
1367653,273,724,632,2,-38,18,4,0,0
1367686,272,724,633,-17,7,0,4,0,0
1367720,274,726,632,-4,22,-18,4,0,0
1367753,272,727,628,34,-3,-18,4,0,0
1367786,271,726,632,27,-14,-1,4,0,0
1367820,272,726,632,-14,0,46,4,0,0
1367853,273,725,630,-21,14,36,4,0,0
1367886,272,725,633,-2,-4,15,4,0,0
1367920,276,725,630,29,34,21,4,0,0
1367953,277,725,633,27,-4,-3,4,0,0
1367986,272,725,629,-6,28,-14,4,0,0
1368020,273,725,630,25,-7,-3,4,0,0
1368053,271,729,629,6,14,28,4,0,0
1368086,274,726,631,19,2,10,4,0,0
1368120,272,726,630,25,-12,12,4,0,0
1368153,273,726,631,-17,17,-3,4,0,0
1368186,271,727,628,4,19,25,4,0,0
1368220,273,726,629,18,23,16,4,0,0
1368253,273,725,633,82,-12,-8,4,0,0
1368286,270,722,634,75,-36,4,4,0,0
1368320,269,731,622,40,-23,18,4,0,0
1368353,272,744,607,-41,-50,63,4,0,0
1368386,282,740,606,-158,-57,67,4,0,0
1368420,278,735,625,-148,-114,-11,4,0,0
1368453,283,729,622,-137,-137,-80,4,0,0
1368486,278,720,635,-135,-105,-79,4,0,0
1368520,278,711,649,-109,-128,-82,4,0,0
1368553,282,721,632,-74,-150,-56,4,0,0
1368586,290,705,651,27,-124,-69,4,0,0
1368620,290,738,673,248,-116,-44,4,0,0
1368653,263,821,680,533,-88,76,4,0,0
1368686,286,873,684,701,-193,343,4,0,0
1368720,338,906,667,364,-289,669,4,0,0
1368753,375,871,651,-2,-292,826,4,0,0
1368786,413,765,635,-264,-356,929,4,0,0
1368820,438,744,640,-264,-424,953,4,0,0
1368853,451,706,629,-305,-469,1056,4,413,503
1368886,467,681,554,-416,-402,1065,4,413,503
1368920,467,610,568,-608,-343,1058,4,413,503
1368953,455,548,547,-560,-315,926,4,413,503
1368986,435,518,566,-485,-292,746,4,413,503
1369020,480,513,524,-259,-294,608,4,413,503
1369053,515,548,536,-176,-264,478,4,413,503
1369086,540,533,549,-152,-285,396,4,413,503
1369120,570,518,535,-69,-227,379,4,413,503
1369153,609,500,554,53,-176,363,4,413,503
1369186,649,489,524,95,-100,378,4,413,503
1369220,664,491,551,138,-56,334,4,413,503
1369253,669,490,557,166,-28,300,4,413,503
1369286,655,477,567,80,-55,276,4,413,503
1369320,652,520,594,3,27,353,4,413,503
1369353,651,524,611,-20,-49,329,4,413,503
1369386,675,532,608,-44,-67,402,4,413,503
1369420,705,530,604,-68,-82,506,4,413,503
1369453,715,505,587,-124,-77,565,4,413,503
1369486,707,468,575,-198,-34,703,4,413,503
1369520,704,422,558,-205,41,679,4,413,503
1369553,695,402,556,-109,16,690,4,413,503
1369586,677,356,557,-43,-69,619,4,413,503
1369620,661,316,538,-10,-96,484,4,413,503
1369653,673,310,513,39,-45,356,4,413,503
1369686,680,301,524,179,-8,208,4,0,0
1369720,684,315,561,172,0,72,4,409,503
1369753,721,355,564,198,30,-39,4,409,503
1369786,744,386,578,238,65,-47,4,409,503
1369820,744,396,601,167,83,36,4,409,503
1369853,748,401,604,78,84,61,4,409,503
1369886,756,406,601,56,53,141,4,409,503
1369920,754,362,578,60,16,181,4,409,503
1369953,739,377,570,-6,24,186,4,409,503
1369986,747,380,564,19,21,223,4,409,503
1370020,761,403,558,52,7,311,4,409,503
1370053,786,376,553,121,47,457,4,409,503
1370086,784,326,557,176,-14,472,4,409,503
1370120,754,288,558,127,-9,407,4,409,503
1370153,751,302,558,153,19,347,4,409,503
1370186,741,301,571,181,-35,248,4,409,503
1370220,742,322,573,111,-77,211,4,409,503
1370253,730,347,577,63,-124,193,4,409,503
1370286,742,340,540,33,-117,103,4,409,503
1370320,766,306,529,45,-68,144,4,409,503
1370353,730,293,547,33,-17,40,4,409,503
1370386,740,286,550,11,-51,-69,4,409,503
1370420,778,319,530,26,-37,-120,4,409,503
1370453,790,340,532,34,-7,-59,4,409,503
1370486,794,341,548,57,25,16,4,409,503
1370520,797,318,543,-7,1,9,4,409,503
1370553,793,315,541,-23,36,25,4,409,503
1370586,778,338,535,32,10,-35,4,409,503
1370620,771,343,537,16,26,-7,4,409,503
1370653,770,345,544,12,34,29,4,409,503
1370686,784,340,541,6,25,66,4,409,503
1370720,772,318,548,10,42,47,4,409,503
1370753,790,338,540,-11,12,76,4,409,503
1370786,827,344,521,83,33,141,4,409,503
1370820,815,378,596,-26,36,322,4,409,503
1370853,819,314,591,-126,-51,425,4,409,503
1370886,810,262,574,-166,-96,397,4,409,503
1370920,794,254,552,-120,-132,301,4,409,503
1370953,780,247,541,-155,-87,292,4,409,503
1370986,780,254,510,-124,-73,140,4,409,503
1371020,776,243,486,-113,-47,205,4,409,503
1371053,758,236,501,-70,-34,33,4,409,503
1371086,769,230,502,-14,-32,-27,4,409,503
1371120,793,261,498,49,13,-76,4,409,503
1371153,800,243,502,110,46,-80,4,409,503
1371186,790,247,539,113,43,-112,4,409,503
1371220,780,252,542,69,27,-146,4,409,503
1371253,780,257,527,107,-18,-227,4,409,503
1371286,788,272,531,146,-27,-266,4,409,503
1371320,790,310,533,172,-17,-227,4,409,503
1371353,795,327,526,161,-46,-165,4,409,503
1371386,796,327,528,119,-25,-149,4,409,503
1371420,807,322,527,133,-21,-56,4,409,503
1371453,805,316,519,131,-12,-93,4,409,503
1371486,799,360,546,99,-1,-1,4,409,503
1371520,811,344,534,35,-31,-5,4,409,503
1371553,857,344,495,29,3,68,4,409,503
1371586,846,330,489,75,32,128,4,409,503
1371620,812,347,515,94,76,146,4,409,503
1371653,768,326,524,64,85,217,4,409,503
1371686,769,306,522,13,38,238,4,409,503
1371720,769,286,519,12,13,137,4,409,503
1371753,767,280,517,42,-4,1,4,409,503
1371786,779,295,519,49,15,-99,4,409,503
1371820,780,316,520,42,24,-95,4,409,503
1371853,783,334,533,34,-1,-126,4,409,503
1371886,768,311,559,-65,-19,-116,4,409,503
1371920,772,267,515,-30,-101,-231,4,409,503
1371953,766,307,494,-67,-27,-304,4,409,503
1371986,724,249,510,-66,-13,-431,4,0,0
1372020,679,143,509,-103,-4,-753,4,0,0
1372053,637,139,527,-196,5,-1362,4,413,503
1372086,648,334,571,-282,-139,-1756,4,413,503
1372120,723,536,465,-435,-180,-1691,4,413,503
1372153,741,696,462,-436,-40,-1300,4,413,503
1372186,741,723,525,-183,-63,-868,4,413,503
1372220,747,729,527,201,-117,-411,4,413,503
1372253,767,692,535,158,-80,-47,4,413,503
1372286,764,599,558,95,-76,155,4,413,503
1372320,739,550,555,9,-25,317,4,413,503
1372353,694,517,526,-47,-40,317,4,413,503
1372386,656,482,507,-112,-5,317,4,413,503
1372420,645,442,477,-6,21,139,4,413,503
1372453,650,438,480,97,77,17,4,413,503
1372486,638,456,504,24,41,-124,4,413,503
1372520,657,488,503,25,41,-222,4,413,503
1372553,687,530,510,53,48,-232,4,413,503
1372586,683,572,517,72,-41,-172,4,413,503
1372620,677,568,491,119,-27,-87,4,413,503
1372653,634,534,480,156,-10,-65,4,413,503
1372686,558,492,453,297,175,-173,4,413,503
1372720,491,536,519,282,288,-349,4,413,503
1372753,503,512,496,232,338,-619,4,413,503
1372786,503,593,486,214,499,-910,4,413,503
1372820,529,634,595,206,375,-1014,4,413,503
1372853,539,719,581,116,107,-1023,4,413,503
1372886,619,767,606,-186,26,-906,4,413,503
1372920,589,746,700,-375,-307,-929,4,413,503
1372953,604,734,709,-551,-496,-831,4,413,503
1372986,588,703,656,-748,-630,-725,4,413,503
1373020,622,713,587,-605,-700,-696,4,413,503
1373053,671,723,469,-561,-750,-524,4,413,503
1373086,715,735,368,-588,-557,-209,4,413,503
1373120,740,739,322,-423,-250,221,4,413,503
1373153,720,750,383,-253,18,742,4,413,503
1373186,703,672,466,-227,126,1154,4,413,503
1373220,678,651,520,-206,192,1464,4,413,503
1373253,647,602,589,-148,179,1655,4,413,503
1373286,621,489,597,-52,54,1757,4,413,503
1373320,617,445,588,48,54,1648,4,413,503
1373353,613,394,590,41,12,1463,4,413,503
1373386,589,349,570,38,-15,1205,4,413,503
1373420,603,326,536,102,-33,876,4,413,503
1373453,609,359,532,115,-52,541,4,413,503
1373486,610,359,530,160,42,315,4,413,503
1373520,637,380,535,247,88,168,4,413,503
1373553,684,399,533,321,136,97,4,413,503
1373586,722,436,563,360,113,95,4,413,503
1373620,734,437,596,305,37,144,4,413,503
1373653,749,395,598,185,31,207,4,413,503
1373686,737,377,594,93,20,201,4,413,503
1373720,734,394,592,57,24,210,4,413,503
1373753,707,379,590,10,-34,153,4,413,503
1373786,711,371,573,-29,-56,119,4,413,503
1373820,722,376,549,-26,-10,99,4,413,503
1373853,743,388,559,3,-14,106,4,413,503
1373886,766,380,560,-23,-18,169,4,413,503
1373920,789,384,533,-29,-17,227,4,413,503
1373953,802,371,533,17,38,343,4,413,503
1373986,793,363,541,11,26,435,4,413,503
1374020,780,347,542,49,25,503,4,413,503
1374053,771,323,546,66,-20,477,4,413,503
1374086,766,292,541,64,-16,424,4,0,0
1374120,745,279,539,52,-14,334,4,409,503
1374153,763,264,519,42,14,266,4,409,503
1374186,725,207,540,91,17,27,4,409,503
1374220,759,325,562,55,-16,-104,4,409,503
1374253,777,331,529,57,8,-61,4,409,503
1374286,765,276,522,119,73,-93,4,409,503
1374320,789,305,535,123,92,-100,4,409,503
1374353,799,315,579,87,64,-41,4,409,503
1374386,727,103,571,101,-19,-437,4,409,503
1374420,743,398,526,71,-6,-502,4,409,503
1374453,743,415,558,87,101,-331,4,409,503
1374486,675,335,614,-59,122,-391,4,409,503
1374520,612,280,677,-293,177,-660,4,409,503
1374553,599,309,719,-584,294,-1045,4,409,503
1374586,691,365,733,-884,336,-1389,4,409,503
1374620,865,380,764,-1280,425,-1514,4,409,503
1374653,955,332,799,-1710,442,-1514,4,409,503
1374686,1029,205,686,-1793,430,-1589,4,409,503
1374720,1023,249,586,-1904,622,-1607,4,413,503
1374753,897,229,456,-2055,1126,-1568,4,413,503
1374786,727,231,440,-1678,1673,-1519,4,413,503
1374820,525,405,522,-1114,1965,-1254,4,413,503
1374853,327,442,569,-1082,2013,-1065,4,413,503
1374886,89,500,677,-1552,1758,-955,4,413,503
1374920,-54,263,751,-1105,1419,-793,4,413,503
1374953,-112,218,838,-46,1058,-728,4,413,503
1374986,-111,287,909,314,779,-646,4,413,503
1375020,-72,321,978,395,626,-614,4,413,503
1375053,-91,390,1091,152,519,-613,4,413,503
1375086,-150,418,1133,-299,490,-469,4,413,503
1375120,-265,324,1248,-377,290,-169,4,413,503
1375153,-298,323,1223,-201,-98,120,4,413,503
1375186,-255,410,1243,-78,-362,341,4,413,503
1375220,-136,79,1140,74,-795,276,4,413,503
1375253,-57,-161,871,719,-903,-301,4,413,503
1375286,57,12,831,1225,-1072,-1016,4,413,503
1375320,293,234,829,1257,-1085,-1418,4,0,0
1375353,305,353,985,1343,-1188,-1653,4,412,503
1375386,195,382,1189,1825,-1778,-1714,4,412,503
1375420,263,312,811,3018,-2087,-1690,4,412,503
1375453,321,449,449,4704,-1838,-1475,4,412,503
1375486,342,727,285,5510,-1856,-1142,4,412,503
1375520,402,1057,16,4146,-1470,-922,4,412,503
1375553,422,1364,-190,1241,-583,-678,4,412,503
1375586,337,1120,-25,-1372,256,-568,4,412,503
1375620,224,959,170,-2141,742,-355,4,412,503
1375653,164,833,346,-1571,814,-221,4,412,503
1375686,106,745,477,-593,712,-184,4,412,503
1375720,54,820,521,155,505,-159,4,412,503
1375753,83,897,515,73,366,-47,4,412,503
1375786,143,867,478,-132,422,-90,4,412,503
1375820,118,813,551,-281,507,-121,4,412,503
1375853,85,861,618,-259,413,-204,4,412,503
1375886,83,804,563,-255,302,-193,4,412,503
1375920,45,806,580,231,318,-263,4,412,503
1375953,2,881,558,149,189,-195,4,412,503
1375986,0,865,638,41,-19,-69,4,405,513
1376020,31,842,603,-65,30,-36,4,405,513
1376053,12,809,579,190,-33,-85,4,405,513
1376086,-7,850,559,242,-72,-7,4,405,513
1376120,22,854,544,73,-94,-47,4,405,513
1376153,10,807,539,156,-2,-70,4,405,513
1376186,25,825,556,69,-30,-107,4,405,513
1376220,22,836,524,-82,6,-180,4,405,513
1376253,44,873,456,22,-21,-189,4,405,513
1376286,34,878,491,-155,83,-39,4,405,513
1376320,22,858,544,-300,103,-56,4,405,513
1376353,-1,902,541,-259,16,123,4,405,513
1376386,-15,957,562,-128,-76,409,4,405,513
1376420,7,1020,649,-292,-124,662,4,405,513
1376453,9,979,641,-404,-125,986,4,0,0
1376486,8,968,628,-354,-189,1254,4,413,513
1376520,55,953,629,-477,-251,1449,4,413,513
1376553,141,838,579,-481,-279,1560,4,413,513
1376586,133,775,573,-259,-235,1676,4,413,513
1376620,193,757,583,-280,-246,1718,4,413,513
1376653,271,686,540,-226,-143,1738,4,413,513
1376686,298,605,488,4,-67,1675,4,413,513
1376720,335,634,456,173,124,1497,4,413,513
1376753,423,754,419,117,339,1573,4,413,513
1376786,401,568,530,29,321,1442,4,413,513
1376820,439,539,558,25,408,1311,4,413,513
1376853,516,645,549,31,553,1388,4,413,513
1376886,533,441,638,369,498,1345,4,413,513
1376920,584,444,674,649,343,1157,4,413,513
1376953,641,514,554,614,389,1050,4,413,513
1376986,637,505,612,526,495,1036,4,413,513
1377020,667,499,599,622,462,1066,4,413,513
1377053,658,444,650,725,457,1056,4,413,513
1377086,680,482,669,575,380,958,4,413,513
1377120,691,491,667,527,306,975,4,413,513
1377153,693,486,694,397,249,1001,4,413,513
1377186,691,484,705,90,182,939,4,413,513
1377220,698,476,707,-157,90,980,4,413,513
1377253,674,410,714,-205,-26,869,4,413,513
1377286,670,362,658,-315,-96,798,4,413,513
1377320,691,393,636,-412,-48,707,4,413,513
1377353,708,382,631,-441,-31,727,4,413,513
1377386,708,340,647,-537,-68,734,4,413,513
1377420,710,321,666,-570,-78,698,4,413,513
1377453,717,307,646,-571,-123,734,4,413,513
1377486,714,251,606,-559,-118,682,4,413,513
1377520,709,218,609,-544,-80,579,4,413,513
1377553,702,222,624,-486,-46,565,4,413,513
1377586,718,222,613,-469,-124,477,4,413,513
1377620,720,183,593,-445,-141,491,4,413,513
1377653,724,163,600,-402,-105,492,4,413,513
1377686,730,129,626,-358,-146,431,4,0,0
1377720,735,94,597,-436,-115,434,4,407,513
1377753,722,41,601,-333,-53,237,4,407,513
1377786,747,74,605,-143,-67,156,4,407,513
1377820,758,113,633,-139,-27,224,4,407,513
1377853,756,76,639,-214,-56,245,4,407,513
1377886,771,55,636,-261,-69,228,4,407,513
1377920,789,49,613,-169,-49,184,4,407,513
1377953,789,46,650,-187,13,174,4,407,513
1377986,781,46,649,-260,57,120,4,407,513
1378020,767,20,664,-256,83,137,4,407,513
1378053,759,22,629,-291,102,101,4,407,513
1378086,766,0,632,-249,27,69,4,407,513
1378120,759,8,645,-299,4,37,4,407,513
1378153,765,-14,610,-264,-19,64,4,407,513
1378186,776,-5,631,-277,-20,99,4,407,513
1378220,772,-30,630,-292,-57,133,4,407,513
1378253,773,-26,620,-231,-96,89,4,407,513
1378286,771,-49,603,-228,-69,103,4,407,513
1378320,782,-48,609,-211,3,98,4,407,513
1378353,778,-63,621,-184,11,111,4,407,513
1378386,789,-80,604,-175,1,103,4,407,513
1378420,787,-64,596,-135,-35,42,4,407,513
1378453,790,-64,616,-90,7,73,4,407,513
1378486,772,-78,605,-112,40,96,4,407,513
1378520,767,-108,605,-62,18,103,4,407,513
1378553,766,-95,602,-42,5,33,4,407,513
1378586,768,-99,604,-3,9,14,4,407,513
1378620,781,-89,605,23,-1,-27,4,407,513
1378653,795,-91,620,-14,-5,19,4,407,513
1378686,792,-92,626,-2,-10,-1,4,407,513
1378720,788,-87,611,-13,21,10,4,407,513
1378753,779,-93,618,17,12,36,4,407,513
1378786,774,-85,619,23,-21,-22,4,407,513
1378820,778,-70,597,23,6,25,4,407,513
1378853,763,-92,599,38,24,14,4,407,513
1378886,753,-86,594,72,41,-31,4,407,513
1378920,758,-69,585,130,40,-127,4,407,513
1378953,757,-71,578,179,38,-147,4,407,513
1378986,756,-74,589,221,106,-161,4,407,513
1379020,745,-67,614,260,109,-269,4,407,513
1379053,760,-35,591,278,107,-282,4,407,513
1379086,771,-18,593,420,147,-362,4,407,513
1379120,768,-16,614,475,156,-392,4,407,513
1379153,759,7,639,514,136,-403,4,407,513
1379186,741,33,652,526,108,-453,4,407,513
1379220,737,1,631,612,105,-556,4,407,513
1379253,705,49,663,713,23,-727,4,407,513
1379286,699,154,627,705,-3,-808,4,407,513
1379320,756,255,581,492,63,-734,4,407,513
1379353,753,257,594,374,198,-564,4,407,513
1379386,747,244,660,373,167,-517,4,407,513
1379420,769,310,645,392,143,-500,4,407,513
1379453,773,285,670,410,124,-279,4,407,513
1379486,761,277,680,376,82,-290,4,407,513
1379520,773,313,675,292,126,-149,4,0,0
1379553,756,330,666,240,68,-140,4,0,0
1379586,730,313,672,184,52,-105,4,0,0
